mp_id	first_name	last_name	party	constituency	entered_house	left_house
42600	Conor	Burns	Con	Bournemouth West	2019-12-13	9999-12-31
42530	Rob	Butler	Con	Aylesbury	2019-12-13	9999-12-31
42535	Dawn	Butler	Lab	Brent Central	2019-12-13	9999-12-31
42411	Liam	Byrne	Lab	Birmingham, Hodge Hill	2019-12-13	9999-12-31
42195	Ian	Byrne	Lab	Liverpool, West Derby	2019-12-13	9999-12-31
42567	Ruth	Cadbury	Lab	Brentford and Isleworth	2019-12-13	9999-12-31
42108	Alun	Cairns	Con	Vale of Glamorgan	2019-12-13	9999-12-31
42372	Amy	Callaghan	SNP	East Dunbartonshire	2019-12-13	9999-12-31
42174	Lisa	Cameron	SNP	East Kilbride, Strathaven and Lesmahagow	2019-12-13	9999-12-31
42119	Alan	Campbell	Lab	Tynemouth	2019-12-13	9999-12-31
42241	Gregory	Campbell	DUP	East Londonderry	2019-12-13	9999-12-31
42354	Dan	Carden	Lab	Liverpool, Walton	2019-12-13	9999-12-31
42716	Alistair	Carmichael	LDem	Orkney and Shetland	2019-12-13	9999-12-31
42487	Andy	Carter	Con	Warrington South	2019-12-13	9999-12-31
42346	James	Cartlidge	Con	South Suffolk	2019-12-13	9999-12-31
42577	Bill	Cash	Con	Stone	2019-12-13	9999-12-31
42541	Miriam	Cates	Con	Penistone and Stocksbridge	2019-12-13	9999-12-31
42644	Maria	Caulfield	Con	Lewes	2019-12-13	9999-12-31
42719	Alex	Chalk	Con	Cheltenham	2019-12-13	9999-12-31
42413	Wendy	Chamberlain	LDem	North East Fife	2019-12-13	9999-12-31
42323	Sarah	Champion	Lab	Rotherham	2019-12-13	9999-12-31
42537	Douglas	Chapman	SNP	Dunfermline and West Fife	2019-12-13	9999-12-31
42540	Bambos	Charalambous	Lab	Enfield, Southgate	2019-12-13	9999-12-31
42561	Joanna	Cherry	SNP	Edinburgh South West	2019-12-13	9999-12-31
42645	Rehman	Chishti	Con	Gillingham and Rainham	2019-12-13	9999-12-31
42695	Christopher	Chope	Con	Christchurch	2019-12-13	9999-12-31
42480	Jo	Churchill	Con	Bury St Edmunds	2019-12-13	9999-12-31
42517	Greg	Clark	Con	Tunbridge Wells	2019-12-13	9999-12-31
42536	Feryal	Clark	Lab	Enfield North	2019-12-13	9999-12-31
42566	Theo	Clarke	Con	Stafford	2019-12-13	9999-12-31
42233	Simon	Clarke	Con	Middlesbrough South and East Cleveland	2019-12-13	9999-12-31
42367	Brendan	Clarke-Smith	Con	Bassetlaw	2019-12-13	9999-12-31
42235	Chris	Clarkson	Con	Heywood and Middleton	2019-12-13	9999-12-31
42288	James	Cleverly	Con	Braintree	2019-12-13	9999-12-31
42547	Geoffrey	Clifton-Brown	Con	The Cotswolds	2019-12-13	9999-12-31
42709	Therese	Coffey	Con	Suffolk Coastal	2019-12-13	9999-12-31
42633	Elliot	Colburn	Con	Carshalton and Wallington	2019-12-13	9999-12-31
42142	Damian	Collins	Con	Folkestone and Hythe	2019-12-13	9999-12-31
42258	Rosie	Cooper	Lab	West Lancashire	2019-12-13	2022-11-30
42568	Daisy	Cooper	LDem	St Albans	2019-12-13	9999-12-31
42426	Yvette	Cooper	Lab	Normanton, Pontefract and Castleford	2019-12-13	9999-12-31
42300	Jeremy	Corbyn	Lab	Islington North	2019-12-13	2020-10-28
42732	Jeremy	Corbyn	Independent	Islington North	2020-10-29	9999-12-31
42522	Alberto	Costa	Con	South Leicestershire	2019-12-13	9999-12-31
42293	Robert	Courts	Con	Witney	2019-12-13	9999-12-31
42505	Claire	Coutinho	Con	East Surrey	2019-12-13	9999-12-31
42184	Ronnie	Cowan	SNP	Inverclyde	2019-12-13	9999-12-31
42723	Geoffrey	Cox	Con	Torridge and West Devon	2019-12-13	9999-12-31
42490	Neil	Coyle	Lab	Bermondsey and Old Southwark	2019-12-13	9999-12-31
42533	Stephen	Crabb	Con	Preseli Pembrokeshire	2019-12-13	9999-12-31
42144	Angela	Crawley	SNP	Lanark and Hamilton East	2019-12-13	9999-12-31
42105	Stella	Creasy	Lab	Walthamstow	2019-12-13	9999-12-31
42298	Virginia	Crosbie	Con	Ynys M&ocirc;n	2019-12-13	9999-12-31
42654	Tracey	Crouch	Con	Chatham and Aylesford	2019-12-13	9999-12-31
42669	Jon	Cruddas	Lab	Dagenham and Rainham	2019-12-13	9999-12-31
42113	John	Cryer	Lab	Leyton and Wanstead	2019-12-13	9999-12-31
42607	Judith	Cummins	Lab	Bradford South	2019-12-13	9999-12-31
42126	Alex	Cunningham	Lab	Stockton North	2019-12-13	9999-12-31
42255	Janet	Daby	Lab	Lewisham East	2019-12-13	9999-12-31
42750	Ashley	Dalton	Lab	West Lancashire	2023-02-09	9999-12-31
42624	James	Daly	Con	Bury North	2019-12-13	9999-12-31
42285	Edward	Davey	LDem	Kingston and Surbiton	2019-12-13	9999-12-31
42102	Wayne	David	Lab	Caerphilly	2019-12-13	9999-12-31
42116	Geraint	Davies	Lab	Swansea West	2019-12-13	9999-12-31
42347	James	Davies	Con	Vale of Clwyd	2019-12-13	9999-12-31
42350	Gareth	Davies	Con	Grantham and Stamford	2019-12-13	9999-12-31
42507	David	Davies	Con	Monmouth	2019-12-13	9999-12-31
42518	Mims	Davies	Con	Mid Sussex	2019-12-13	9999-12-31
42626	Philip	Davies	Con	Shipley	2019-12-13	9999-12-31
42231	Alex	Davies-Jones	Lab	Pontypridd	2019-12-13	9999-12-31
42175	David	Davis	Con	Haltemprice and Howden	2019-12-13	9999-12-31
42187	Dehenna	Davison	Con	Bishop Auckland	2019-12-13	9999-12-31
42491	Martyn	Day	SNP	Linlithgow and East Falkirk	2019-12-13	9999-12-31
42151	Marsha	de Cordova	Lab	Battersea	2019-12-13	9999-12-31
42331	Thangam	Debbonaire	Lab	Bristol West	2019-12-13	9999-12-31
42341	Tan	Dhesi	Lab	Slough	2019-12-13	9999-12-31
42274	Caroline	Dinenage	Con	Gosport	2019-12-13	9999-12-31
42431	Sarah	Dines	Con	Derbyshire Dales	2019-12-13	9999-12-31
42748	Samantha	Dixon	Lab	City of Chester	2022-12-01	9999-12-31
42308	Jonathan	Djanogly	Con	Huntingdon	2019-12-13	9999-12-31
42351	Leo	Docherty	Con	Aldershot	2019-12-13	9999-12-31
42131	Martin	Docherty	SNP	West Dunbartonshire	2019-12-13	9999-12-31
42309	Anneliese	Dodds	Lab	Oxford East	2019-12-13	9999-12-31
42592	Jeffrey M.	Donaldson	DUP	Lagan Valley	2019-12-13	9999-12-31
42578	Michelle	Donelan	Con	Chippenham	2019-12-13	9999-12-31
42104	Dave	Doogan	SNP	Angus	2019-12-13	9999-12-31
42390	Allan	Dorans	SNP	Ayr, Carrick and Cumnock	2019-12-13	9999-12-31
42267	Nadine	Dorries	Con	Mid Bedfordshire	2019-12-13	9999-12-31
42708	Steve	Double	Con	St Austell and Newquay	2019-12-13	9999-12-31
42369	Stephen	Doughty	Lab	Cardiff South and Penarth	2019-12-13	9999-12-31
42128	Peter	Dowd	Lab	Bootle	2019-12-13	9999-12-31
42154	Oliver	Dowden	Con	Hertsmere	2019-12-13	9999-12-31
42109	Jackie	Doyle-Price	Con	Thurrock	2019-12-13	9999-12-31
42451	Richard	Drax	Con	South Dorset	2019-12-13	9999-12-31
42410	Jack	Dromey	Lab	Birmingham, Erdington	2019-12-13	2022-01-07
42675	Flick	Drummond	Con	Meon Valley	2019-12-13	9999-12-31
42139	James	Duddridge	Con	Rochford and Southend East	2019-12-13	9999-12-31
42153	Rosie	Duffield	Lab	Canterbury	2019-12-13	9999-12-31
42593	David	Duguid	Con	Banff and Buchan	2019-12-13	9999-12-31
42149	Iain	Duncan Smith	Con	Chingford and Woodford Green	2019-12-13	9999-12-31
42584	Philip	Dunne	Con	Ludlow	2019-12-13	9999-12-31
42225	Angela	Eagle	Lab	Wallasey	2019-12-13	9999-12-31
42349	Maria	Eagle	Lab	Garston and Halewood	2019-12-13	9999-12-31
42590	Colum	Eastwood	SDLP	Foyle	2019-12-13	9999-12-31
42696	Mark	Eastwood	Con	Dewsbury	2019-12-13	9999-12-31
42728	Jonathan	Edwards	Independent	Carmarthen East and Dinefwr	2020-05-23	9999-12-31
42325	Ruth	Edwards	Con	Rushcliffe	2019-12-13	9999-12-31
42243	Jonathan	Edwards	PC	Carmarthen East and Dinefwr	2019-12-13	2020-05-22
42290	Clive	Efford	Lab	Eltham	2019-12-13	9999-12-31
42083	Julie	Elliott	Lab	Sunderland Central	2019-12-13	9999-12-31
42464	Michael	Ellis	Con	Northampton North	2019-12-13	9999-12-31
42603	Tobias	Ellwood	Con	Bournemouth East	2019-12-13	9999-12-31
42130	Chris	Elmore	Lab	Ogmore	2019-12-13	9999-12-31
42257	Natalie	Elphicke	Con	Dover	2019-12-13	9999-12-31
42336	Florence	Eshalomi	Lab	Vauxhall	2019-12-13	9999-12-31
42178	Bill	Esterson	Lab	Sefton Central	2019-12-13	9999-12-31
42252	George	Eustice	Con	Camborne and Redruth	2019-12-13	9999-12-31
42121	Chris	Evans	Lab	Islwyn	2019-12-13	9999-12-31
42166	Luke	Evans	Con	Bosworth	2019-12-13	9999-12-31
42203	Nigel	Evans	Con	Ribble Valley	2019-12-13	9999-12-31
42598	David	Evennett	Con	Bexleyheath and Crayford	2019-12-13	9999-12-31
42636	Ben	Everitt	Con	Milton Keynes North	2019-12-13	9999-12-31
42189	Michael	Fabricant	Con	Lichfield	2019-12-13	9999-12-31
42270	Laura	Farris	Con	Newbury	2019-12-13	9999-12-31
42150	Tim	Farron	LDem	Westmorland and Lonsdale	2019-12-13	9999-12-31
42317	Stephen	Farry	Alliance	North Down	2019-12-13	9999-12-31
42389	Simon	Fell	Con	Barrow and Furness	2019-12-13	9999-12-31
42542	Marion	Fellows	SNP	Motherwell and Wishaw	2019-12-13	9999-12-31
42094	Margaret	Ferrier	SNP	Rutherglen and Hamilton West	2019-12-13	2020-09-30
42730	Margaret	Ferrier	Independent	Rutherglen and Hamilton West	2020-10-01	9999-12-31
42219	John	Finucane	SF	Belfast North	2019-12-13	9999-12-31
42743	Anna	Firth	Con	Southend West	2022-02-04	9999-12-31
42601	Mark	Fletcher	Con	Bolsover	2019-12-13	9999-12-31
42664	Colleen	Fletcher	Lab	Coventry North East	2019-12-13	9999-12-31
42353	Nicholas	Fletcher	Con	Don Valley	2019-12-13	9999-12-31
42249	Katherine	Fletcher	Con	South Ribble	2019-12-13	9999-12-31
42383	Stephen	Flynn	SNP	Aberdeen South	2019-12-13	9999-12-31
42746	Richard	Foord	LDem	Tiverton and Honiton	2022-06-24	9999-12-31
42230	Vicky	Ford	Con	Chelmsford	2019-12-13	9999-12-31
42191	Kevin	Foster	Con	Torbay	2019-12-13	9999-12-31
42099	Yvonne	Fovargue	Lab	Makerfield	2019-12-13	9999-12-31
42671	Liam	Fox	Con	North Somerset	2019-12-13	9999-12-31
42259	Vicky	Foxcroft	Lab	Lewisham, Deptford	2019-12-13	9999-12-31
42264	Mary	Foy	Lab	City of Durham	2019-12-13	9999-12-31
42366	Mark	Francois	Con	Rayleigh and Wickford	2019-12-13	9999-12-31
42672	Lucy	Frazer	Con	South East Cambridgeshire	2019-12-13	9999-12-31
42362	George	Freeman	Con	Mid Norfolk	2019-12-13	9999-12-31
42632	Mike	Freer	Con	Finchley and Golders Green	2019-12-13	9999-12-31
42739	Louie	French	Con	Old Bexley and Sidcup	2021-12-02	9999-12-31
42529	Richard	Fuller	Con	North East Bedfordshire	2019-12-13	9999-12-31
42263	Gill	Furniss	Lab	Sheffield, Brightside and Hillsborough	2019-12-13	9999-12-31
42689	Marcus	Fysh	Con	Yeovil	2019-12-13	9999-12-31
42700	Roger	Gale	Con	North Thanet	2019-12-13	9999-12-31
42436	Barry	Gardiner	Lab	Brent North	2019-12-13	9999-12-31
42266	Mark	Garnier	Con	Wyre Forest	2019-12-13	9999-12-31
42193	Nusrat	Ghani	Con	Wealden	2019-12-13	9999-12-31
42599	Nick	Gibb	Con	Bognor Regis and Littlehampton	2019-12-13	9999-12-31
42096	Peter	Gibson	Con	Darlington	2019-12-13	9999-12-31
42223	Patricia	Gibson	SNP	North Ayrshire and Arran	2019-12-13	9999-12-31
42483	Jo	Gideon	Con	Stoke-on-Trent Central	2019-12-13	9999-12-31
42722	Michelle	Gildernew	SF	Fermanagh and South Tyrone	2019-12-13	9999-12-31
42407	Preet Kaur	Gill	Lab	Birmingham, Edgbaston	2019-12-13	9999-12-31
42544	Cheryl	Gillan	Con	Chesham and Amersham	2019-12-13	2021-04-04
42312	Paul	Girvan	DUP	South Antrim	2019-12-13	9999-12-31
42615	John	Glen	Con	Salisbury	2019-12-13	9999-12-31
42283	Mary	Glindon	Lab	North Tyneside	2019-12-13	9999-12-31
42194	Robert	Goodwill	Con	Scarborough and Whitby	2019-12-13	9999-12-31
42539	Michael	Gove	Con	Surrey Heath	2019-12-13	9999-12-31
42428	Patrick	Grady	SNP	Glasgow North	2019-12-13	9999-12-31
42232	Richard	Graham	Con	Gloucester	2019-12-13	9999-12-31
42510	Peter	Grant	SNP	Glenrothes	2019-12-13	9999-12-31
42571	Helen	Grant	Con	Maidstone and The Weald	2019-12-13	9999-12-31
42572	James	Gray	Con	North Wiltshire	2019-12-13	9999-12-31
42238	Neil	Gray	SNP	Airdrie and Shotts	2019-12-13	2021-03-24
42375	Chris	Grayling	Con	Epsom and Ewell	2019-12-13	9999-12-31
42736	Sarah	Green	LDem	Chesham and Amersham	2021-06-18	9999-12-31
42585	Kate	Green	Lab	Stretford and Urmston	2019-12-13	2022-11-10
42159	Chris	Green	Con	Bolton West	2019-12-13	9999-12-31
42246	Damian	Green	Con	Ashford	2019-12-13	9999-12-31
42206	Margaret	Greenwood	Lab	Wirral West	2019-12-13	9999-12-31
42364	Lilian	Greenwood	Lab	Nottingham South	2019-12-13	9999-12-31
42212	Nia	Griffith	Lab	Llanelli	2019-12-13	9999-12-31
42725	Andrew	Griffith	Con	Arundel and South Downs	2019-12-13	9999-12-31
42182	James	Grundy	Con	Leigh	2019-12-13	9999-12-31
42546	Jonathan	Gullis	Con	Stoke-on-Trent North	2019-12-13	9999-12-31
42443	Andrew	Gwynne	Lab	Denton and Reddish	2019-12-13	9999-12-31
42527	Louise	Haigh	Lab	Sheffield, Heeley	2019-12-13	9999-12-31
42114	Robert	Halfon	Con	Harlow	2019-12-13	9999-12-31
42460	Luke	Hall	Con	Thornbury and Yate	2019-12-13	9999-12-31
42449	Fabian	Hamilton	Lab	Leeds North East	2019-12-13	9999-12-31
42744	Paulette	Hamilton	Lab	Birmingham, Erdington	2022-03-04	9999-12-31
42458	Stephen	Hammond	Con	Wimbledon	2019-12-13	9999-12-31
42192	Matthew	Hancock	Con	West Suffolk	2019-12-13	9999-12-31
42326	Greg	Hands	Con	Chelsea and Fulham	2019-12-13	9999-12-31
42373	Claire	Hanna	SDLP	Belfast South	2019-12-13	9999-12-31
42414	Neale	Hanvey	Independent	Kirkcaldy and Cowdenbeath	2019-12-13	2020-05-28
42727	Neale	Hanvey	SNP	Kirkcaldy and Cowdenbeath	2020-05-29	2021-03-27
42735	Neale	Hanvey	Alba	Kirkcaldy and Cowdenbeath	2021-03-28	9999-12-31
42421	Emma	Hardy	Lab	Kingston upon Hull West and Hessle	2019-12-13	9999-12-31
42556	Harriet	Harman	Lab	Camberwell and Peckham	2019-12-13	9999-12-31
42236	Mark	Harper	Con	Forest of Dean	2019-12-13	9999-12-31
42134	Carolyn	Harris	Lab	Swansea East	2019-12-13	9999-12-31
42338	Rebecca	Harris	Con	Castle Point	2019-12-13	9999-12-31
42161	Trudy	Harrison	Con	Copeland	2019-12-13	9999-12-31
42477	Simon	Hart	Con	Carmarthen West and South Pembrokeshire	2019-12-13	9999-12-31
42574	Sally-Ann	Hart	Con	Hastings and Rye	2019-12-13	9999-12-31
42579	Helen	Hayes	Lab	Dulwich and West Norwood	2019-12-13	9999-12-31
42204	John	Hayes	Con	South Holland and The Deepings	2019-12-13	9999-12-31
42355	Christopher	Hazzard	SF	South Down	2019-12-13	9999-12-31
42501	Oliver	Heald	Con	North East Hertfordshire	2019-12-13	9999-12-31
42531	John	Healey	Lab	Wentworth and Dearne	2019-12-13	9999-12-31
42582	James	Heappey	Con	Wells	2019-12-13	9999-12-31
42622	Chris	Heaton-Harris	Con	Daventry	2019-12-13	9999-12-31
42524	Gordon	Henderson	Con	Sittingbourne and Sheppey	2019-12-13	9999-12-31
42171	Mark	Hendrick	Lab	Preston	2019-12-13	9999-12-31
42621	Drew	Hendry	SNP	Inverness, Nairn, Badenoch and Strathspey	2019-12-13	9999-12-31
42404	Darren	Henry	Con	Broxtowe	2019-12-13	9999-12-31
42295	Antony	Higginbotham	Con	Burnley	2019-12-13	9999-12-31
42117	Mike	Hill	Lab	Hartlepool	2019-12-13	2021-03-16
42514	Meg	Hillier	Lab	Hackney South and Shoreditch	2019-12-13	9999-12-31
42482	Damian	Hinds	Con	East Hampshire	2019-12-13	9999-12-31
42718	Simon	Hoare	Con	North Dorset	2019-12-13	9999-12-31
42222	Wera	Hobhouse	LDem	Bath	2019-12-13	9999-12-31
42495	Margaret	Hodge	Lab	Barking	2019-12-13	9999-12-31
42086	Sharon	Hodgson	Lab	Washington and Sunderland West	2019-12-13	9999-12-31
42520	Richard	Holden	Con	North West Durham	2019-12-13	9999-12-31
42478	Kate	Hollern	Lab	Blackburn	2019-12-13	9999-12-31
42713	Kevin	Hollinrake	Con	Thirsk and Malton	2019-12-13	9999-12-31
42095	Philip	Hollobone	Con	Kettering	2019-12-13	9999-12-31
42438	Adam	Holloway	Con	Gravesham	2019-12-13	9999-12-31
42172	Paul	Holmes	Con	Eastleigh	2019-12-13	9999-12-31
42173	Rachel	Hopkins	Lab	Luton South	2019-12-13	9999-12-31
42398	Stewart	Hosie	SNP	Dundee East	2019-12-13	9999-12-31
42101	George	Howarth	Lab	Knowsley	2019-12-13	9999-12-31
42327	Paul	Howell	Con	Sedgefield	2019-12-13	9999-12-31
42685	John	Howell	Con	Henley	2019-12-13	9999-12-31
42100	Lindsay	Hoyle	SPK	Chorley	2019-12-13	9999-12-31
42220	Nigel	Huddleston	Con	Mid Worcestershire	2019-12-13	9999-12-31
42429	Neil	Hudson	Con	Penrith and The Border	2019-12-13	9999-12-31
42297	Eddie	Hughes	Con	Walsall North	2019-12-13	9999-12-31
42181	Tom	Hunt	Con	Ipswich	2019-12-13	9999-12-31
42684	Jane	Hunt	Con	Loughborough	2019-12-13	9999-12-31
42545	Jeremy	Hunt	Con	South West Surrey	2019-12-13	9999-12-31
42141	Rupa	Huq	Lab	Ealing Central and Acton	2019-12-13	9999-12-31
42080	Imran	Hussain	Lab	Bradford East	2019-12-13	9999-12-31
42439	Alister	Jack	Con	Dumfries and Galloway	2019-12-13	9999-12-31
42658	Christine	Jardine	LDem	Edinburgh West	2019-12-13	9999-12-31
42135	Dan	Jarvis	Lab	Barnsley Central	2019-12-13	9999-12-31
42272	Sajid	Javid	Con	Bromsgrove	2019-12-13	9999-12-31
42143	Ranil	Jayawardena	Con	North East Hampshire	2019-12-13	9999-12-31
42197	Bernard	Jenkin	Con	Harwich and North Essex	2019-12-13	9999-12-31
42092	Mark	Jenkinson	Con	Workington	2019-12-13	9999-12-31
42565	Andrea	Jenkyns	Con	Morley and Outwood	2019-12-13	9999-12-31
42392	Robert	Jenrick	Con	Newark	2019-12-13	9999-12-31
42416	Diana R.	Johnson	Lab	Kingston upon Hull North	2019-12-13	9999-12-31
42419	Caroline	Johnson	Con	Sleaford and North Hykeham	2019-12-13	9999-12-31
42470	Boris	Johnson	Con	Uxbridge and South Ruislip	2019-12-13	9999-12-31
42152	Kim	Johnson	Lab	Liverpool, Riverside	2019-12-13	9999-12-31
42623	Gareth	Johnson	Con	Dartford	2019-12-13	9999-12-31
42704	David	Johnston	Con	Wantage	2019-12-13	9999-12-31
42320	Darren	Jones	Lab	Bristol North West	2019-12-13	9999-12-31
42333	Andrew	Jones	Con	Harrogate and Knaresborough	2019-12-13	9999-12-31
42412	Kevan	Jones	Lab	North Durham	2019-12-13	9999-12-31
42472	Fay	Jones	Con	Brecon and Radnorshire	2019-12-13	9999-12-31
42492	Sarah	Jones	Lab	Croydon Central	2019-12-13	9999-12-31
42090	Marcus	Jones	Con	Nuneaton	2019-12-13	9999-12-31
42199	Gerald	Jones	Lab	Merthyr Tydfil and Rhymney	2019-12-13	9999-12-31
42216	David	Jones	Con	Clwyd West	2019-12-13	9999-12-31
42226	Ruth	Jones	Lab	Newport West	2019-12-13	9999-12-31
42640	Simon	Jupp	Con	East Devon	2019-12-13	9999-12-31
42639	Mike	Kane	Lab	Wythenshawe and Sale East	2019-12-13	9999-12-31
42422	Daniel	Kawczynski	Con	Shrewsbury and Atcham	2019-12-13	9999-12-31
42630	Alicia	Kearns	Con	Rutland and Melton	2019-12-13	9999-12-31
42269	Gillian	Keegan	Con	Chichester	2019-12-13	9999-12-31
42521	Barbara	Keeley	Lab	Worsley and Eccles South	2019-12-13	9999-12-31
42140	Liz	Kendall	Lab	Leicester West	2019-12-13	9999-12-31
42224	Imran Ahmad	Khan	Con	Wakefield	2019-12-13	2022-05-03
42682	Afzal	Khan	Lab	Manchester, Gorton	2019-12-13	9999-12-31
42177	Stephen	Kinnock	Lab	Aberavon	2019-12-13	9999-12-31
42118	Julian	Knight	Con	Solihull	2019-12-13	9999-12-31
42440	Greg	Knight	Con	East Yorkshire	2019-12-13	9999-12-31
